1.928898738978676031e-01,7.268230750497048920e-01,1.462523243555742283e+03,1.804726112931849229e+03
1.946874479691238780e-01,7.269486331144773272e-01,1.799066632937429517e+02,1.925436063448033337e+03
1.920593451624172665e-01,7.259912670604389273e-01,2.055605820807205419e+03,1.010551426227647312e+03
1.935118169209490979e-01,7.276168219363592371e-01,1.019039223616816230e+03,2.562805581698577498e+03
1.939966161681813406e-01,7.280371458688565944e-01,6.736356279110125342e+02,2.964396595109795726e+03
1.915747159662774812e-01,7.262367068860329233e-01,2.401500394572134155e+03,1.245163493343964319e+03
1.919513026968842628e-01,7.267905223059898390e-01,2.132313608493945594e+03,1.773826041876916406e+03
1.921208720518545743e-01,7.269176864870003918e-01,2.011246221437871100e+03,1.895194380355988415e+03
1.944051579709677458e-01,7.258768039030537578e-01,3.802628848005519444e+02,9.016863819910394113e+02
1.943072199026953661e-01,7.254142978583600909e-01,4.497798992812536198e+02,4.599550951128106249e+02
1.909394444190188056e-01,7.275972571734817818e-01,2.853434041623620942e+03,2.544868920092734243e+03
1.922830392623917362e-01,7.271663624170767726e-01,1.895444664308894062e+03,2.132613417889692755e+03
1.917819323851529256e-01,7.259510084846607647e-01,2.253743207527742470e+03,9.722279040261888667e+02
1.915281216234982764e-01,7.280178552982382589e-01,2.433288641586012545e+03,2.946063228854941826e+03
1.924033928449883635e-01,7.274196525298588512e-01,1.809515849282839099e+03,2.374459411183370321e+03
1.947752487325616899e-01,7.265120611959934305e-01,1.167215887263700580e+02,1.508619671141571416e+03
1.945041017861138533e-01,7.257326803590993247e-01,3.094439488778099303e+02,7.641344212975110395e+02
1.939576651547936514e-01,7.277319493520172378e-01,7.011845180769468016e+02,2.672933992090751872e+03
1.946855462994926400e-01,7.254511767150630952e-01,1.795080198724450327e+02,4.954693566789144370e+02
1.910735302640603761e-01,7.249696198203250397e-01,2.760754927573920668e+03,3.554368564730936697e+01
1.926016059873490172e-01,7.254976805704875797e-01,1.668431762777259109e+03,5.390808410468133616e+02
1.947218652904730007e-01,7.275620942512062150e-01,1.560822194031585752e+02,2.511278762104140696e+03
1.917683337331564652e-01,7.271154635792890231e-01,2.262665219581387646e+03,2.084206744826324666e+03
1.926196095703218703e-01,7.253521759808025937e-01,1.655589221152421942e+03,4.001322095846799698e+02
1.940135567315201537e-01,7.278406130910776151e-01,6.614131139300640143e+02,2.776730752136993488e+03
