3.871432125428059479e+00,1.103892947416208331e-01,6.091276793185073757e+01,4.883058679193590024e+02
4.513652057461660760e+00,6.823061242552264094e-01,5.142262498049711894e+01,7.913370616297027027e+01
4.080664696715401440e+00,6.040490400321735232e-01,1.685142894824260225e+02,2.443059162582362092e+02
3.584629429028306280e+00,6.043133348015909956e-01,3.302801717025799348e+02,4.059047538601631686e+02
3.322360108698440229e+00,7.945496082192341492e-01,4.578793598042234976e+02,4.205107083240348516e+02
3.788596925264771098e+00,3.412281459377883852e-01,1.741129527488402005e+02,4.291058380048725667e+02
4.378599887827022030e+00,4.177840850744721779e-01,9.101001354110906050e+00,2.094956564356817239e+02
3.903139860872432365e+00,5.438293584360640587e-01,2.069622111873496806e+02,3.215861948312707455e+02
3.605045994343983207e+00,7.288130496499691802e-01,3.611758144160573920e+02,3.616995798429605884e+02
4.356691574898633235e+00,6.199968270496865053e-01,8.355583867705860257e+01,1.493228186667088266e+02
4.404415235565205755e+00,1.205738668639990019e+00,3.294855908762079935e+02,4.513305751597391691e+01
4.633456257160101899e+00,8.478827276361881049e-01,9.127623955785441012e+01,2.278644657529730466e+01
4.402028294414850329e+00,6.672107062628895857e-01,8.328000550260549062e+01,1.200437057334550559e+02
3.612624776711279573e+00,4.683807466799865815e-01,2.763211328142666616e+02,4.416136634743280638e+02
3.456121628000275336e+00,8.081554780027699891e-01,4.190455117962840177e+02,3.737687034133221005e+02
4.521001651041377301e+00,7.608489841198493586e-01,7.858067661578957086e+01,6.070452281113671233e+01
4.004273854534767807e+00,5.621389119879049989e-01,1.799805654596319187e+02,2.826387269344735387e+02
4.269388078526208830e+00,1.456308721412302720e+00,4.609833871143999886e+02,2.073585613525756344e+01
4.457946513909855746e+00,1.361656252338887985e+00,4.027981780393702707e+02,2.170463425363362830e+01
4.632040872850118340e+00,6.640295246134135798e-01,7.346752307870190180e+00,4.603207027524604200e+01
3.520378561853781285e+00,6.992346006182615925e-01,3.801897115882761682e+02,3.978802673479746659e+02
4.195091629253690613e+00,5.593267272680831903e-01,1.168691288472007273e+02,2.213563144023294171e+02
3.955069755840082468e+00,1.921340603387207691e-01,6.467407081356054732e+01,4.300213069417612246e+02
3.646825742740238852e+00,5.339874129555958193e-01,2.872639740366846581e+02,4.083752587748081737e+02
3.442259670775511093e+00,1.003447701252390134e+00,4.453120930941230995e+02,2.843267084005931338e+02
3.258893608714648060e+00,8.189533943313158648e-01,4.781167519071336756e+02,4.265484657841853959e+02
3.448730911542803312e+00,6.667879448142866039e-01,3.938790946516053282e+02,4.308978905762517115e+02
3.848893113245701603e+00,3.447516277722939004e-01,1.557336587455808399e+02,4.081781286498700183e+02
4.142721773822837683e+00,1.350314975642845861e+00,4.245617844511353383e+02,5.053901753461587987e+01
4.364724019379849551e+00,1.236486346856582541e+00,3.500222675314999492e+02,4.668294984719722152e+01
3.902852518872486520e+00,8.255170979370143325e-01,2.912161673548781664e+02,2.358169253220358996e+02
4.519062634793368005e+00,1.491674152087007599e+00,4.690026517129450099e+02,6.604803372848607523e+00
4.355020483014537369e+00,4.788145366024206262e-01,3.790332283953767956e+01,1.960647170423246735e+02
3.836469703878654158e+00,5.116783489418601505e-01,2.180275657022260134e+02,3.539830254495423105e+02
4.199453172704235016e+00,3.084157136994464254e-01,2.825408180595763952e+01,3.071280771697481669e+02
4.093740612446341132e+00,3.123986617653911058e-01,6.416737677412589846e+01,3.401286571945009882e+02
3.842887216669709449e+00,4.987183226167852257e-01,2.115808527108678163e+02,3.562461705359199868e+02
3.666839358877978849e+00,1.260280295840734643e+00,4.476519545453331261e+02,1.295857204775349487e+02
3.883117211947513248e+00,2.737449689103889638e-01,1.186106902307942050e+02,4.229904535294227230e+02
3.438595808086038375e+00,7.544162233798673567e-01,4.183714880475105815e+02,4.042002773491716425e+02
3.586662486367671043e+00,6.628014153973910139e-01,3.477155643361056718e+02,3.871440138980264578e+02
4.304339213371592088e+00,4.200772493729041379e-01,3.411064465085217989e+01,2.328964463346435423e+02
3.863670100474903002e+00,1.308307890174922883e-01,7.123516929099378103e+01,4.830435201244172276e+02
4.436770071483125299e+00,8.179053356379568651e-01,1.323536853245069551e+02,8.139664861840509502e+01
4.096967475235104850e+00,1.407534449816887134e+00,4.503026538111777199e+02,4.056551516808309543e+01
3.169099860237901023e+00,7.141457491878017150e-01,4.990433458040508299e+02,5.080247434019278217e+02
3.732542050801725075e+00,7.194403145994699988e-01,3.169225406908162768e+02,3.228383468777523717e+02
3.833361930277575436e+00,2.843379216936725018e-01,1.387387274047621872e+02,4.352978171524350728e+02
4.180746985786577774e+00,9.222426523863568315e-01,2.481474982788042212e+02,1.357454461648176789e+02
3.526832052722888466e+00,1.144761626433858259e+00,4.474747622220199332e+02,2.006122452532592320e+02
4.449845021565810299e+00,6.358176143761316013e-01,5.810887856925307915e+01,1.140431729376996941e+02
3.331696278712299897e+00,8.069920696659930170e-01,4.559334798795622987e+02,4.113337304928450067e+02
4.516504066269015460e+00,7.181663849231906260e-01,6.102249133978529017e+01,6.767461912120796796e+01
3.764692843047385828e+00,1.169639273906206478e+00,4.133821112590497933e+02,1.512520650613120097e+02
3.386444600883701472e+00,6.207803299543945830e-01,4.000519831211610153e+02,4.653293637460317314e+02
4.221342500103490991e+00,3.356064597271872230e-01,3.102354081125935181e+01,2.900889952512237073e+02
3.936496578091355669e+00,1.675672603847915276e-01,6.144672860258498304e+01,4.453564785958466246e+02
3.249767723968013389e+00,7.461426815450671324e-01,4.778886929511987773e+02,4.684750447579418733e+02
3.921097047024957760e+00,1.065291305369512775e+00,3.568655261005110901e+02,1.584879533541006822e+02
4.497792508292018709e+00,8.941827005432575470e-01,1.531281673586263423e+02,5.736472180846050151e+01
4.373756175878811270e+00,6.930040994214395900e-01,1.001959967065788533e+02,1.215582703482467650e+02
3.945791848067270902e+00,7.433573177889630790e-01,2.543722931970149830e+02,2.465583909629638129e+02
3.440917881827719071e+00,5.710614330006466011e-01,3.664968849303220964e+02,4.633734037970226609e+02
4.241486222479931456e+00,1.112952341544826806e+00,3.132198595912255428e+02,8.581877116876978562e+01
3.439641431674126171e+00,4.654758167916298039e-01,3.317088520829778986e+02,4.989935527723349082e+02
4.057840071330373277e+00,7.147223096393465758e-01,2.095263344466695798e+02,2.181732136985925763e+02
3.436216477154664606e+00,4.366555521814750040e-01,3.228654624729154534e+02,5.100696655993432955e+02
4.704914585673882321e+00,1.488499754888187976e+00,4.611543902549200311e+02,7.454883706456598702e-01
4.012894030619729158e+00,4.915453771125856686e-01,1.537436288962513231e+02,3.032561823719899508e+02
4.254254228627937451e+00,8.173927411267774001e-01,1.857120096341666908e+02,1.350538825120356137e+02
3.856643088804339925e+00,1.524732987005185558e+00,4.993523112210939985e+02,1.623466723777329435e+01
3.923038377201319094e+00,6.426342488768911343e-01,2.319219091746556387e+02,2.836546809737583885e+02
3.613690644123913831e+00,9.253255197520375841e-01,3.929529392980661555e+02,2.787179956950860742e+02
4.524355678021442451e+00,9.867851197865131763e-01,1.946844342043406755e+02,4.371775266124478776e+01
