5.602609515473916169e+00,9.416823824440267998e-01,4.180765573780307136e+02,9.191073074420361309e+02
5.467411883005891760e+00,8.102237141523876973e-01,9.266003486231057877e+02,5.521372121447107020e+02
5.178308402218046780e+00,7.076800324686147725e-01,1.797528166575898922e+03,2.803495477098407491e+02
5.490595283641847679e+00,7.818982898983589669e-01,9.170848898683865400e+02,4.659287003960536140e+02
5.889485313199455341e+00,6.632264325320450515e-01,4.213733089210292349e+01,8.151240308981122951e+01
5.539294961611460621e+00,7.334396247463574880e-01,8.686151213725225944e+02,3.166428243835631520e+02
4.856849046794623703e+00,9.259881946028617472e-01,1.935404421033239487e+03,9.830605069562283234e+02
5.012871472046133370e+00,9.140371524404609094e-01,1.670464858990769926e+03,9.192250203175898378e+02
5.811781115946377696e+00,8.933927256658068528e-01,3.872782158211296633e+01,7.648901612278751827e+02
5.857975583774011952e+00,7.515222647877702888e-01,6.015791734764408716e+01,3.474550989934699601e+02
5.202121181488059243e+00,7.463370035402862035e-01,1.664603404287490548e+03,3.942895236096710505e+02
5.202035062550337763e+00,7.853000271836483304e-01,1.585223884106993182e+03,5.112416433707441570e+02
4.878505576635656205e+00,8.983483671398616588e-01,1.982529406212047661e+03,8.991521934486044074e+02
5.577403902081154108e+00,7.175936933541283702e-01,7.942850829827035568e+02,2.656734157213463732e+02
5.820683990140329556e+00,7.793718598256250685e-01,1.283215858730133334e+02,4.319974965050923288e+02
5.450194936067108920e+00,9.236854298291111709e-01,7.630115881578789185e+02,8.835051118875562679e+02
5.470225760340575505e+00,7.005513135184322504e-01,1.085803618921571797e+03,2.242171710163933653e+02
5.841054827667438332e+00,6.467433139468792280e-01,1.812997255009500748e+02,3.397092862593476070e+01
5.409231871263895819e+00,7.999611984717289737e-01,1.078490208427385141e+03,5.282565886070054830e+02
5.519803963154150672e+00,7.932510700741883802e-01,8.309546867534143075e+02,4.966301124236051123e+02
5.235218891245710715e+00,9.355256029137855034e-01,1.172535070331529369e+03,9.449738566973088609e+02
5.185383603580811851e+00,7.863503691441968702e-01,1.621248725799496924e+03,5.167667590385750600e+02
5.216719482777953942e+00,7.471507591651721514e-01,1.628317846757958932e+03,3.947319479982983808e+02
4.858940298756464493e+00,9.263020960355780042e-01,1.930408179131694624e+03,9.835379334217057021e+02
5.601532151123674197e+00,6.743322863352478880e-01,7.840567444258543901e+02,1.331052245938134604e+02
5.529423402601684856e+00,6.596200910848758481e-01,9.879230530115206648e+02,9.447609863867168656e+01
5.805505331812356395e+00,8.927532464977663285e-01,5.312343751822012905e+01,7.634487316651910760e+02
5.893503000761739052e+00,6.642520703567271756e-01,3.090147016998701091e+01,8.442716933468975071e+01
5.856762467350091761e+00,7.257560579686237467e-01,8.306460688732330766e+01,2.708140940040014470e+02
5.485967253045839875e+00,6.439961654174638506e-01,1.120350870539610241e+03,5.069955859944530374e+01
4.925406848864571252e+00,8.823893161410355512e-01,1.937990211387254476e+03,8.437320520122888183e+02
5.850595780911137744e+00,6.862852524507163654e-01,1.281287467567528893e+02,1.528634827782140349e+02
5.749931644418364129e+00,8.820741784532969421e-01,1.870300652329477487e+02,7.364382616420767818e+02
5.111268609391451889e+00,8.682466811316646993e-01,1.593771392248502252e+03,7.699435878575417291e+02
5.084296230230438418e+00,8.321464022551497974e-01,1.741745565040678230e+03,6.683372811181066027e+02
5.163081034677123426e+00,6.421055283946717207e-01,1.956394891031250836e+03,8.088273176182892144e+01
5.022017609774676039e+00,8.156857405938554573e-01,1.918939384773097572e+03,6.299595411438205019e+02
5.484917087633118804e+00,9.347823305095476210e-01,6.707630272848974755e+02,9.113002338382350445e+02
5.796268484160527201e+00,7.052414854041395564e-01,2.531863184126579256e+02,2.127699436187293713e+02
